route_stop_id,route_id,direction_id,stop_sequence,trip_headsign,stop_id
1334,7,1,59,7 Airport/Highland NB,6527
1335,337,1,8,337 Decker EB,2425
1336,2,0,27,2 EASTSIDE BUS PLAZA SB,6270
1337,10,1,40,10 Norwood Transit Center NB,866
1338,318,0,38,318 Thaxton EB,6319
1339,30,1,43,30 Westgate Transit Center SB,2003
1340,803,0,15,803 Domain NB,603
1341,7,0,59,7 William Cannon SB,1215
1342,800,1,17,800 Slaughter SB,6491
1343,311,1,28,311 ACC RIVERSIDE EB,5826
1344,311,0,37,311 Westgate Transit Center WB,6375
1345,392,0,9,392 Tech Ridge Park & Ride EB,4550
1346,5,0,35,5 Tannehill EB,2112
1347,5,1,47,5 Northcross WB,1067
1348,322,0,4,322 RBJ Center SB,2013
1349,350,0,35,350 North Lamar Transit Center NB,1273
1350,20,0,27,20 Springdale NB,1042
1351,837,0,19,837 Downtown SB,916
1352,325,1,29,325 Tech Ridge Park & Ride NB,5615
1353,300,1,27,300 Crestview Station NB,4284
1354,315,1,18,315 Oak Hill WB,6316
1355,7,1,27,7 Crestview Station NB,1359
1356,2,1,20,2 Springdale NB,661
1357,3,0,37,3 Southpark Meadows SB,489
1358,324,1,7,324 Northcross WB,5923
1359,10,0,62,10 Southpark Meadows SB,3764
1360,800,0,15,800 Mueller NB,6515
1361,310,0,20,310 ACC Riverside EB,5774
1362,333,0,34,333 Oak Hill WB,4435
1363,333,1,38,333 Thaxton EB,2478
1364,318,1,25,318 Westgate Transit Center WB,5476
1365,323,1,5,323 Norwood Transit Center EB,3284
1366,350,1,29,350 ACC Riverside SB,3306
1367,392,0,10,392 Tech Ridge Park & Ride EB,3081
1368,350,0,36,350 North Lamar Transit Center NB,5509
1369,1,1,43,1 Tech Ridge Park & Ride NB,611
1370,333,0,10,333 Brush Country WB,2507
1371,5,1,48,5 Northcross WB,1068
1372,322,0,5,322 RBJ Center SB,2014
1373,801,0,14,801 Tech Ridge Park & Ride NB,591
1374,3,0,38,3 Southpark Meadows SB,490
1375,392,1,8,392 Kramer Station WB,5323
1376,325,0,28,325 Norwood Transit Center SB,1289
1377,311,1,29,311 ACC RIVERSIDE EB,5829
1378,333,0,35,333 Oak Hill WB,3185
1379,392,0,11,392 Tech Ridge Park & Ride EB,5951
1380,315,0,14,315 S. Congress Transit Center EB,2220
1381,315,1,19,315 Oak Hill WB,2617
1382,350,1,30,350 ACC Riverside SB,5749
1383,337,1,9,337 Decker EB,5393
1384,7,1,60,7 Airport/Highland NB,5602
1385,7,0,60,7 William Cannon SB,5383
1386,803,1,16,803 Westgate Transit Center SB,497
1387,990,1,2,990 Downtown/University of Texas WB,5696
1388,310,0,21,310 ACC Riverside EB,1013
1389,5,1,49,5 Northcross WB,1069
1390,300,1,28,300 Crestview Station NB,1364
1391,383,1,16,383 North Lamar Transit Center SB,4962
1392,10,0,63,10 Southpark Meadows SB,4403
1393,318,1,26,318 Westgate Transit Center WB,5963
1394,324,1,8,324 Northcross WB,5922
1395,2,0,28,2 EASTSIDE BUS PLAZA SB,6268
1396,333,0,11,333 Brush Country WB,2508
1397,2,1,21,2 Springdale NB,5627
1398,333,0,36,333 Oak Hill WB,3186
1399,350,1,31,350 ACC Riverside SB,3308
1400,7,1,28,7 Crestview Station NB,1243
1401,350,0,37,350 North Lamar Transit Center NB,2878
1402,30,1,44,30 Westgate Transit Center SB,494
1403,1,1,44,1 Tech Ridge Park & Ride NB,612
1404,18,0,2,18 Springdale EB,1984
1405,333,1,39,333 Thaxton EB,4355
1406,323,1,6,323 Norwood Transit Center EB,3285
1407,7,0,61,7 William Cannon SB,4353
1408,392,0,12,392 Tech Ridge Park & Ride EB,3082
1409,837,1,15,837 Decker NB,1594
1410,3,0,39,3 Southpark Meadows SB,5357
1411,383,0,27,383 Lakeline Station NB,5432
1412,350,0,38,350 North Lamar Transit Center NB,1417
1413,318,0,39,318 Thaxton EB,6323
1414,10,0,64,10 Southpark Meadows SB,4915
1415,5,1,50,5 Northcross WB,1070
1416,325,1,30,325 Tech Ridge Park & Ride NB,2544
1417,311,1,30,311 ACC RIVERSIDE EB,5832
1418,337,1,10,337 Decker EB,2427
1419,1,1,45,1 Tech Ridge Park & Ride NB,613
1420,30,1,45,30 Westgate Transit Center SB,5863
1421,800,0,16,800 Mueller NB,1369
1422,315,0,15,315 S. Congress Transit Center EB,2221
1423,333,0,37,333 Oak Hill WB,3187
1424,333,0,12,333 Brush Country WB,4354
1425,383,0,28,383 Lakeline Station NB,3812
1426,2,1,22,2 Springdale NB,4171
1427,350,1,32,350 ACC Riverside SB,834
1428,7,1,29,7 Crestview Station NB,1244
1429,271,0,13,271 Grove WB,5470
1430,1,1,46,1 Tech Ridge Park & Ride NB,614
1431,10,0,65,10 Southpark Meadows SB,5999
1432,801,0,15,801 Tech Ridge Park & Ride NB,4657
1433,310,0,22,310 ACC Riverside EB,1015
1434,322,0,6,322 RBJ Center SB,2015
1435,800,1,18,800 Slaughter SB,1212
1436,2,0,29,2 EASTSIDE BUS PLAZA SB,6266
1437,300,1,29,300 Crestview Station NB,1365
1438,318,1,27,318 Westgate Transit Center WB,2357
1439,837,0,20,837 Downtown SB,6499
1440,18,0,3,18 Springdale EB,1985
1441,318,0,40,318 Thaxton EB,6325
1442,333,0,38,333 Oak Hill WB,3188
1443,325,1,31,325 Tech Ridge Park & Ride NB,4833
1444,20,0,28,20 Springdale NB,3512
1445,1,0,30,1 William Cannon SB,476
1446,801,1,23,801 Southpark Meadows SB,4046
1447,324,1,9,324 Northcross WB,1282
1448,3,0,40,3 Southpark Meadows SB,2003
1449,392,0,13,392 Tech Ridge Park & Ride EB,3083
1450,18,0,4,18 Springdale EB,1440
1451,5,1,51,5 Northcross WB,1072
1452,7,1,61,7 Airport/Highland NB,1273
1453,350,1,33,350 ACC Riverside SB,3310
1454,10,1,41,10 Norwood Transit Center NB,1253
1455,1,1,47,1 Tech Ridge Park & Ride NB,5862
1456,803,0,16,803 Domain NB,5351
1457,325,0,29,325 Norwood Transit Center SB,6416
1458,333,0,39,333 Oak Hill WB,4441
1459,7,0,62,7 William Cannon SB,4352
1460,392,0,14,392 Tech Ridge Park & Ride EB,6433
1461,333,1,40,333 Thaxton EB,5121
1462,333,0,13,333 Brush Country WB,2511
1463,5,0,36,5 Tannehill EB,2643
1464,10,0,66,10 Southpark Meadows SB,5380
1465,7,1,30,7 Crestview Station NB,1361
1466,383,0,29,383 Lakeline Station NB,3813
1467,325,1,32,325 Tech Ridge Park & Ride NB,4795
1468,2,1,23,2 Springdale NB,663
1469,271,0,14,271 Grove WB,5434
1470,318,1,28,318 Westgate Transit Center WB,2679
1471,800,1,19,800 Slaughter SB,1213
1472,324,1,10,324 Northcross WB,1283
1473,7,1,62,7 Airport/Highland NB,5509
1474,837,0,21,837 Downtown SB,6501
1475,5,1,52,5 Northcross WB,1074
1476,383,1,17,383 North Lamar Transit Center SB,5515
1477,350,1,34,350 ACC Riverside SB,5191
1478,20,0,29,20 Springdale NB,2004
1479,392,0,15,392 Tech Ridge Park & Ride EB,5123
1480,3,0,41,3 Southpark Meadows SB,494
1481,392,1,9,392 Kramer Station WB,5324
1482,1,0,31,1 William Cannon SB,5861
1483,318,1,29,318 Westgate Transit Center WB,2680
1484,325,1,33,325 Tech Ridge Park & Ride NB,4797
1485,350,0,39,350 North Lamar Transit Center NB,5226
1486,803,1,17,803 Westgate Transit Center SB,5866
1487,10,0,67,10 Southpark Meadows SB,5623
1488,7,1,31,7 Crestview Station NB,1032
1489,30,1,46,30 Westgate Transit Center SB,497
1490,10,1,42,10 Norwood Transit Center NB,3491
1491,333,0,40,333 Oak Hill WB,4442
1492,325,0,30,325 Norwood Transit Center SB,6417
1493,800,0,17,800 Mueller NB,6489
1494,18,0,5,18 Springdale EB,4158
1495,5,1,53,5 Northcross WB,1075
1496,1,1,48,1 Tech Ridge Park & Ride NB,617
1497,310,0,23,310 ACC Riverside EB,2280
1498,333,1,41,333 Thaxton EB,5159
1499,3,0,42,3 Southpark Meadows SB,5863
1500,837,1,16,837 Decker NB,1599
1501,311,1,31,311 ACC RIVERSIDE EB,6468
1502,803,0,17,803 Domain NB,4830
1503,271,0,15,271 Grove WB,4692
1504,383,0,30,383 Lakeline Station NB,4690
1505,324,1,11,324 Northcross WB,1284
1506,318,1,30,318 Westgate Transit Center WB,2360
1507,325,1,34,325 Tech Ridge Park & Ride NB,4796
1508,7,0,63,7 William Cannon SB,4350
1509,315,0,16,315 S. Congress Transit Center EB,5655
1510,350,1,35,350 ACC Riverside SB,3311
1511,333,1,42,333 Thaxton EB,5136
1512,300,1,30,300 Crestview Station NB,6515
1513,837,0,22,837 Downtown SB,6502
1514,10,0,68,10 Southpark Meadows SB,6322
1515,2,1,24,2 Springdale NB,3932
1516,5,1,54,5 Northcross WB,1076
1517,318,1,31,318 Westgate Transit Center WB,2361
1518,383,1,18,383 North Lamar Transit Center SB,5672
1519,311,1,32,311 ACC RIVERSIDE EB,5833
1520,315,1,20,315 Oak Hill WB,2597
1521,323,1,7,323 Norwood Transit Center EB,5226
1522,3,1,44,3 Arboretum NB,5498
1523,333,1,43,333 Thaxton EB,2482
1524,392,1,10,392 Kramer Station WB,5325
1525,5,0,37,5 Tannehill EB,6314
1526,30,1,47,30 Westgate Transit Center SB,498
1527,383,0,31,383 Lakeline Station NB,5671
1528,333,0,14,333 Brush Country WB,5704
1529,2,0,30,2 EASTSIDE BUS PLAZA SB,6414
1530,7,1,32,7 Crestview Station NB,6443
1531,271,0,16,271 Grove WB,3248
1532,318,0,41,318 Thaxton EB,6328
1533,325,0,31,325 Norwood Transit Center SB,4721
1534,18,0,6,18 Springdale EB,1444
1535,1,1,49,1 Tech Ridge Park & Ride NB,618
1536,801,1,24,801 Southpark Meadows SB,5870
1537,310,0,24,310 ACC Riverside EB,5043
1538,333,0,41,333 Oak Hill WB,3193
1539,10,1,43,10 Norwood Transit Center NB,1256
1540,318,1,32,318 Westgate Transit Center WB,2362
1541,20,0,30,20 Springdale NB,2006
1542,350,1,36,350 ACC Riverside SB,951
1543,324,1,12,324 Northcross WB,1285
1544,803,1,18,803 Westgate Transit Center SB,2738
1545,5,1,55,5 Northcross WB,1077
1546,271,0,17,271 Grove WB,3249
1547,243,0,1,243 Howard Station WB,5301
1548,300,1,31,300 Crestview Station NB,1368
1549,333,1,44,333 Thaxton EB,2483
1550,7,1,63,7 Airport/Highland NB,5604
1551,800,1,20,800 Slaughter SB,6509
1552,801,0,16,801 Tech Ridge Park & Ride NB,5865
1553,837,1,17,837 Decker NB,1601
1554,7,0,64,7 William Cannon SB,5757
1555,3,0,43,3 Southpark Meadows SB,497
1556,333,0,42,333 Oak Hill WB,5491
1557,311,1,33,311 ACC RIVERSIDE EB,5835
1558,392,1,11,392 Kramer Station WB,4554
1559,7,1,33,7 Crestview Station NB,1034
1560,135,0,9,135 Tech Ridge Park & Ride NB,4672
1561,333,1,45,333 Thaxton EB,5398
1562,350,1,37,350 ACC Riverside SB,2280
1563,1,1,50,1 Tech Ridge Park & Ride NB,5860
1564,318,1,33,318 Westgate Transit Center WB,2363
1565,325,1,35,325 Tech Ridge Park & Ride NB,5520
1566,333,0,43,333 Oak Hill WB,4444
1567,18,0,7,18 Springdale EB,1446
1568,5,1,56,5 Northcross WB,1078
1569,800,0,18,800 Mueller NB,3262
1570,324,1,13,324 Northcross WB,1286
1571,392,1,12,392 Kramer Station WB,4553
1572,3,0,44,3 Southpark Meadows SB,498
1573,10,1,44,10 Norwood Transit Center NB,2005
1574,310,0,25,310 ACC Riverside EB,953
1575,7,0,65,7 William Cannon SB,4345
1576,271,0,18,271 Grove WB,950
1577,300,1,32,300 Crestview Station NB,1369
1578,10,0,69,10 Southpark Meadows SB,5263
1579,2,1,25,2 Springdale NB,665
1580,315,0,17,315 S. Congress Transit Center EB,5551
1581,325,0,32,325 Norwood Transit Center SB,3134
1582,333,0,44,333 Oak Hill WB,4447
1583,550,0,1,550 Downtown Station SB,5542
1584,30,1,48,30 Westgate Transit Center SB,501
1585,333,0,15,333 Brush Country WB,555
1586,801,0,17,801 Tech Ridge Park & Ride NB,5864
1587,5,1,57,5 Northcross WB,1080
1588,803,0,18,803 Domain NB,1058
1589,318,1,34,318 Westgate Transit Center WB,2364
1590,1,1,51,1 Tech Ridge Park & Ride NB,2878
1591,392,0,16,392 Tech Ridge Park & Ride EB,3087
1592,350,1,38,350 ACC Riverside SB,5043
1593,271,0,19,271 Grove WB,951
1594,333,1,46,333 Thaxton EB,6481
1595,5,0,38,5 Tannehill EB,6315
1596,803,1,19,803 Westgate Transit Center SB,2611
1597,325,1,36,325 Tech Ridge Park & Ride NB,4822
1598,325,0,33,325 Norwood Transit Center SB,3135
1599,5,1,58,5 Northcross WB,3281
1600,311,1,34,311 ACC RIVERSIDE EB,4310
1601,333,0,45,333 Oak Hill WB,5055
1602,392,1,13,392 Kramer Station WB,4551
1603,1,1,52,1 Tech Ridge Park & Ride NB,1417
1604,3,1,45,3 Arboretum NB,5868
1605,2,1,26,2 Springdale NB,5392
1606,383,0,32,383 Lakeline Station NB,5649
1607,271,0,20,271 Grove WB,2280
1608,333,0,16,333 Brush Country WB,556
1609,337,1,14,337 Decker EB,1160
1610,392,0,17,392 Tech Ridge Park & Ride EB,3088
1611,135,0,10,135 Tech Ridge Park & Ride NB,4671
1612,7,1,64,7 Airport/Highland NB,2877
1613,300,1,33,300 Crestview Station NB,1372
1614,7,1,34,7 Crestview Station NB,1246
1615,20,0,31,20 Springdale NB,4186
1616,325,0,34,325 Norwood Transit Center SB,3136
1617,837,1,18,837 Decker NB,1603
1618,324,1,14,324 Northcross WB,3147
1619,350,1,39,350 ACC Riverside SB,953
1620,392,1,14,392 Kramer Station WB,3895
1621,3,0,45,3 Southpark Meadows SB,501
1622,325,1,37,325 Tech Ridge Park & Ride NB,5521
1623,333,0,17,333 Brush Country WB,3169
1624,1,1,53,1 Tech Ridge Park & Ride NB,622
1625,333,0,46,333 Oak Hill WB,3196
1626,323,1,8,323 Norwood Transit Center EB,5647
1627,5,1,59,5 Northcross WB,5849
1628,311,1,35,311 ACC RIVERSIDE EB,2279
1629,300,1,34,300 Crestview Station NB,1373
1630,325,1,38,325 Tech Ridge Park & Ride NB,5659
1631,2,0,31,2 EASTSIDE BUS PLAZA SB,6447
1632,30,1,49,30 Westgate Transit Center SB,2738
1633,310,0,26,310 ACC Riverside EB,6439
1634,392,1,15,392 Kramer Station WB,4964
1635,801,1,25,801 Southpark Meadows SB,5553
1636,803,1,20,803 Westgate Transit Center SB,5867
1637,5,0,39,5 Tannehill EB,864
1638,383,1,19,383 North Lamar Transit Center SB,5650
1639,392,0,18,392 Tech Ridge Park & Ride EB,3089
1640,7,1,65,7 Airport/Highland NB,5510
1641,2,1,27,2 Springdale NB,666
1642,333,1,47,333 Thaxton EB,4357
1643,318,1,35,318 Westgate Transit Center WB,3107
1644,20,0,32,20 Springdale NB,1578
1645,325,0,35,325 Norwood Transit Center SB,4557
1646,243,0,2,243 Howard Station WB,5770
1647,837,1,19,837 Decker NB,3655
1648,333,0,18,333 Brush Country WB,3170
1649,3,1,46,3 Arboretum NB,2606
1650,10,1,45,10 Norwood Transit Center NB,4144
1651,801,0,18,801 Tech Ridge Park & Ride NB,603
1652,392,1,16,392 Kramer Station WB,5014
1653,7,0,66,7 William Cannon SB,553
1654,333,0,47,333 Oak Hill WB,3197
1655,7,1,35,7 Crestview Station NB,4024
1656,392,0,19,392 Tech Ridge Park & Ride EB,3090
1657,135,0,11,135 Tech Ridge Park & Ride NB,5274
1658,3,0,46,3 Southpark Meadows SB,2738
1659,324,1,15,324 Northcross WB,3148
1660,350,1,40,350 ACC Riverside SB,6439
1661,318,1,36,318 Westgate Transit Center WB,2367
1662,300,1,35,300 Crestview Station NB,5150
1663,333,1,48,333 Thaxton EB,3901
1664,383,0,33,383 Lakeline Station NB,5673
1665,5,1,60,5 Northcross WB,5851
1666,800,0,19,800 Mueller NB,5616
1667,392,1,17,392 Kramer Station WB,4965
1668,30,1,50,30 Westgate Transit Center SB,5950
1669,333,0,19,333 Brush Country WB,4398
1670,20,0,33,20 Springdale NB,1580
1671,324,1,16,324 Northcross WB,3149
1672,311,1,36,311 ACC RIVERSIDE EB,2280
1673,318,0,42,318 Thaxton EB,6338
1674,325,1,39,325 Tech Ridge Park & Ride NB,5345
1675,2,1,28,2 Springdale NB,667
1676,801,1,26,801 Southpark Meadows SB,6356
1677,322,0,17,322 RBJ Center SB,2028
1678,333,1,49,333 Thaxton EB,6522
1679,1,1,54,1 Tech Ridge Park & Ride NB,5227
1680,10,1,46,10 Norwood Transit Center NB,2493
1681,392,0,20,392 Tech Ridge Park & Ride EB,3091
1682,7,1,36,7 Crestview Station NB,1249
1683,7,1,66,7 Airport/Highland NB,5603
1684,7,0,67,7 William Cannon SB,5377
1685,800,1,21,800 Slaughter SB,6441
1686,803,0,19,803 Domain NB,817
1687,837,0,23,837 Downtown SB,2112
1688,333,0,48,333 Oak Hill WB,6391
1689,333,0,20,333 Brush Country WB,3172
1690,803,1,21,803 Westgate Transit Center SB,716
1691,383,0,34,383 Lakeline Station NB,4952
1692,392,1,18,392 Kramer Station WB,3010
1693,311,1,37,311 ACC RIVERSIDE EB,5043
1694,5,0,40,5 Tannehill EB,1113
1695,300,1,36,300 Crestview Station NB,5130
1696,318,1,37,318 Westgate Transit Center WB,4218
1697,3,0,47,3 Southpark Meadows SB,2611
1698,20,0,34,20 Springdale NB,1582
1699,325,0,36,325 Norwood Transit Center SB,2439
1700,10,1,47,10 Norwood Transit Center NB,4147
1701,383,1,20,383 North Lamar Transit Center SB,3829
1702,333,0,21,333 Brush Country WB,1685
1703,337,1,18,337 Decker EB,5104
1704,5,1,61,5 Northcross WB,5854
1705,801,0,19,801 Tech Ridge Park & Ride NB,606
1706,2,1,29,2 Springdale NB,668
1707,318,1,38,318 Westgate Transit Center WB,1754
1708,392,1,19,392 Kramer Station WB,3011
1709,30,1,51,30 Westgate Transit Center SB,2613
1710,837,1,20,837 Decker NB,1608
1711,800,0,20,800 Mueller NB,6091
1712,333,1,50,333 Thaxton EB,5700
1713,311,1,38,311 ACC RIVERSIDE EB,953
1714,324,1,17,324 Northcross WB,6256
1715,337,1,19,337 Decker EB,4713
1716,803,0,20,803 Domain NB,822
1717,300,1,37,300 Crestview Station NB,1377
1718,243,0,3,243 Howard Station WB,5769
1719,333,0,22,333 Brush Country WB,1686
1720,5,0,41,5 Tannehill EB,1114
1721,322,0,20,322 RBJ Center SB,2032
1722,20,0,35,20 Springdale NB,5616
1723,325,1,40,325 Tech Ridge Park & Ride NB,5302
1724,3,0,48,3 Southpark Meadows SB,5867
1725,10,1,48,10 Norwood Transit Center NB,1784
1726,7,1,37,7 Crestview Station NB,2767
1727,1,1,55,1 Tech Ridge Park & Ride NB,623
1728,383,0,35,383 Lakeline Station NB,4953
1729,18,0,10,18 Springdale EB,2522
1730,300,1,38,300 Crestview Station NB,5465
1731,325,0,37,325 Norwood Transit Center SB,5447
1732,318,1,39,318 Westgate Transit Center WB,2216
1733,322,0,21,322 RBJ Center SB,2033
1734,324,1,18,324 Northcross WB,6250
1735,333,0,49,333 Oak Hill WB,6392
1736,333,0,23,333 Brush Country WB,3173
1737,2,1,30,2 Springdale NB,3722
1738,20,0,36,20 Springdale NB,5617
1739,322,0,22,322 RBJ Center SB,6330
1740,333,1,51,333 Thaxton EB,5798
1741,383,1,21,383 North Lamar Transit Center SB,3830
1742,800,0,21,800 Mueller NB,6292
1743,10,1,49,10 Norwood Transit Center NB,1785
1744,801,1,27,801 Southpark Meadows SB,546
1745,318,0,43,318 Thaxton EB,5700
1746,392,1,20,392 Kramer Station WB,3012
1747,5,0,42,5 Tannehill EB,4173
1748,18,0,11,18 Springdale EB,2768
1749,300,1,39,300 Crestview Station NB,4534
1750,311,1,39,311 ACC RIVERSIDE EB,6439
1751,323,1,9,323 Norwood Transit Center EB,6424
1752,3,1,48,3 Arboretum NB,593
1753,392,0,21,392 Tech Ridge Park & Ride EB,5336
1754,20,0,37,20 Springdale NB,6289
1755,383,0,36,383 Lakeline Station NB,4954
1756,1,1,56,1 Tech Ridge Park & Ride NB,6451
1757,801,1,28,801 Southpark Meadows SB,5871
1758,337,1,20,337 Decker EB,3496
1759,333,0,24,333 Brush Country WB,3174
1760,18,0,12,18 Springdale EB,5624
1761,324,1,19,324 Northcross WB,6253
1762,10,1,50,10 Norwood Transit Center NB,6336
1763,333,1,52,333 Thaxton EB,5701
1764,392,1,21,392 Kramer Station WB,4967
1765,243,0,4,243 Howard Station WB,5766
1766,300,1,40,300 Crestview Station NB,1379
1767,20,0,38,20 Springdale NB,4524
1768,803,0,21,803 Domain NB,826
1769,2,1,31,2 Springdale NB,669
1770,3,1,49,3 Arboretum NB,5940
1771,325,0,38,325 Norwood Transit Center SB,6421
1772,333,1,53,333 Thaxton EB,5702
1773,383,0,37,383 Lakeline Station NB,4955
1774,383,1,22,383 North Lamar Transit Center SB,2727
1775,803,1,22,803 Westgate Transit Center SB,4070
1776,801,0,20,801 Tech Ridge Park & Ride NB,610
1777,392,0,22,392 Tech Ridge Park & Ride EB,5330
1778,337,1,21,337 Decker EB,2432
1779,1,1,57,1 Tech Ridge Park & Ride NB,624
1780,322,0,23,322 RBJ Center SB,2039
1781,10,1,51,10 Norwood Transit Center NB,1787
1782,837,1,21,837 Decker NB,4614
1783,18,0,13,18 Springdale EB,4183
1784,20,0,39,20 Springdale NB,1588
1785,383,0,38,383 Lakeline Station NB,4956
1786,318,0,44,318 Thaxton EB,5798
1787,392,0,23,392 Tech Ridge Park & Ride EB,5331
1788,392,1,22,392 Kramer Station WB,4968
1789,30,1,52,30 Westgate Transit Center SB,1655
1790,318,1,40,318 Westgate Transit Center WB,6379
1791,333,0,25,333 Brush Country WB,3175
1792,333,0,50,333 Oak Hill WB,2597
1793,5,0,43,5 Tannehill EB,2856
1794,985,0,1,985 Downtown/University of Texas SB,5387
1795,324,1,20,324 Northcross WB,6254
1796,337,1,22,337 Decker EB,2433
1797,10,1,52,10 Norwood Transit Center NB,4529
1798,300,1,41,300 Crestview Station NB,1381
1799,18,0,14,18 Springdale EB,870
1800,5,0,44,5 Tannehill EB,1118
1801,243,0,5,243 Howard Station WB,5764
1802,3,0,49,3 Southpark Meadows SB,716
1803,30,1,53,30 Westgate Transit Center SB,1718
1804,1,1,58,1 Tech Ridge Park & Ride NB,6348
1805,322,0,24,322 RBJ Center SB,2040
1806,337,1,23,337 Decker EB,6431
1807,803,1,23,803 Westgate Transit Center SB,2324
1808,7,1,38,7 Crestview Station NB,2643
1809,333,0,26,333 Brush Country WB,3177
1810,383,0,39,383 Lakeline Station NB,4957
1811,1,1,59,1 Tech Ridge Park & Ride NB,627
1812,30,0,28,30 NORTHCROSS NB,593
1813,800,0,22,800 Mueller NB,5926
1814,801,1,29,801 Southpark Meadows SB,5872
1815,803,0,22,803 Domain NB,829
1816,30,1,54,30 Westgate Transit Center SB,2155
1817,18,0,15,18 Springdale EB,872
1818,322,0,25,322 RBJ Center SB,2041
1819,837,1,22,837 Decker NB,2416
1820,20,0,40,20 Springdale NB,1589
1821,300,1,42,300 Crestview Station NB,1382
1822,30,0,29,30 NORTHCROSS NB,5940
1823,318,0,45,318 Thaxton EB,5701
1824,5,0,45,5 Tannehill EB,5747
1825,801,0,21,801 Tech Ridge Park & Ride NB,612
1826,1,1,60,1 Tech Ridge Park & Ride NB,628
1827,383,0,40,383 Lakeline Station NB,3818
1828,335,1,9,335 Berkman EB,6276
1829,383,1,23,383 North Lamar Transit Center SB,3831
1830,5,0,46,5 Tannehill EB,1121
1831,392,0,24,392 Tech Ridge Park & Ride EB,4672
1832,318,0,46,318 Thaxton EB,5702
1833,392,1,23,392 Kramer Station WB,4761
1834,1,1,61,1 Tech Ridge Park & Ride NB,3075
1835,337,1,24,337 Decker EB,5782
1836,30,1,55,30 Westgate Transit Center SB,4630
1837,3,0,50,3 Southpark Meadows SB,717
1838,333,0,27,333 Brush Country WB,4429
1839,300,1,43,300 Crestview Station NB,1383
1840,10,1,53,10 Norwood Transit Center NB,3291
1841,335,1,10,335 Berkman EB,6278
1842,7,1,39,7 Crestview Station NB,6314
1843,3,1,50,3 Arboretum NB,1042
1844,20,0,41,20 Springdale NB,6495
1845,243,0,6,243 Howard Station WB,5976
1846,383,0,41,383 Lakeline Station NB,4654
1847,333,0,28,333 Brush Country WB,3178
1848,324,1,21,324 Northcross WB,3155
1849,5,0,47,5 Tannehill EB,1123
1850,30,1,56,30 Westgate Transit Center SB,2160
1851,383,1,24,383 North Lamar Transit Center SB,3832
1852,1,1,62,1 Tech Ridge Park & Ride NB,2821
1853,801,0,22,801 Tech Ridge Park & Ride NB,5862
1854,392,1,24,392 Kramer Station WB,5791
1855,803,1,24,803 Westgate Transit Center SB,2328
1856,803,0,23,803 Domain NB,4570
1857,392,0,25,392 Tech Ridge Park & Ride EB,5332
1858,337,1,25,337 Decker EB,2393
1859,243,0,7,243 Howard Station WB,4818
1860,335,1,11,335 Berkman EB,6280
1861,30,1,57,30 Westgate Transit Center SB,2202
1862,383,0,42,383 Lakeline Station NB,5785
1863,20,0,42,20 Springdale NB,1592
1864,322,0,26,322 RBJ Center SB,5427
1865,300,1,44,300 Crestview Station NB,1384
1866,1,1,63,1 Tech Ridge Park & Ride NB,4541
1867,324,1,22,324 Northcross WB,4729
1868,10,1,54,10 Norwood Transit Center NB,5669
1869,333,0,29,333 Brush Country WB,4437
1870,392,1,25,392 Kramer Station WB,5580
1871,800,1,22,800 Slaughter SB,6504
1872,5,0,48,5 Tannehill EB,4200
1873,18,0,19,18 Springdale EB,5802
1874,337,1,26,337 Decker EB,2394
1875,1,1,64,1 Tech Ridge Park & Ride NB,5517
1876,324,1,23,324 Northcross WB,4730
1877,243,0,8,243 Howard Station WB,4816
1878,3,0,51,3 Southpark Meadows SB,2322
1879,333,0,30,333 Brush Country WB,3179
1880,803,1,25,803 Westgate Transit Center SB,5879
1881,300,1,45,300 Crestview Station NB,1385
1882,30,0,30,30 NORTHCROSS NB,1042
1883,30,1,58,30 Westgate Transit Center SB,4079
1884,322,0,27,322 RBJ Center SB,1957
1885,20,0,43,20 Springdale NB,1594
1886,383,0,43,383 Lakeline Station NB,4655
1887,324,1,24,324 Northcross WB,4732
1888,335,1,12,335 Berkman EB,6282
1889,337,1,27,337 Decker EB,5707
1890,5,0,49,5 Tannehill EB,1126
1891,7,1,40,7 Crestview Station NB,6315
1892,7,0,1,7 Willaim Cannon SB,5603
1893,803,0,24,803 Domain NB,4572
1894,333,0,31,333 Brush Country WB,3180
1895,383,1,25,383 North Lamar Transit Center SB,3833
1896,3,1,51,3 Arboretum NB,5864
1897,801,1,30,801 Southpark Meadows SB,6361
1898,20,0,44,20 Springdale NB,1595
1899,243,0,9,243 Howard Station WB,4814
1900,10,1,55,10 Norwood Transit Center NB,6332
1901,1,1,65,1 Tech Ridge Park & Ride NB,4543
1902,30,1,59,30 Westgate Transit Center SB,2206
1903,300,1,46,300 Crestview Station NB,1387
1904,20,0,45,20 Springdale NB,4805
1905,5,0,50,5 Tannehill EB,1127
1906,3,0,52,3 Southpark Meadows SB,4070
1907,300,1,47,300 Crestview Station NB,4742
1908,322,0,28,322 RBJ Center SB,6404
1909,324,1,25,324 Northcross WB,3033
1910,333,0,32,333 Brush Country WB,3182
1911,337,1,28,337 Decker EB,2396
1912,392,0,26,392 Tech Ridge Park & Ride EB,5281
1913,1,1,66,1 Tech Ridge Park & Ride NB,4545
1914,7,0,2,7 Willaim Cannon SB,6526
1915,10,1,56,10 Norwood Transit Center NB,6409
1916,243,0,10,243 Howard Station WB,5929
1917,7,1,41,7 Crestview Station NB,864
